cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength,,w/c,f/c,age,concrete_compressive_strength
362.6,189,0,164.9,11.6,944.7,755.8,28,71.30,,0.64,0.74,28,30.12
540,0,0,173,0,1125,613,180,71.62,,1.1,0.78,28,15.57
439,177,0,186,11.1,884.9,707.9,56,71.70,,1.22,0.89,28,44.61
485,0,0,146,0,1120,800,28,71.99,,0.68,0.75,28,53.52
424,22,132,168,8.9,822,750,28,72.10,,0.59,0.89,28,57.22
475,118.8,0,181.1,8.9,852.1,781.5,56,72.30,,0.52,0.92,28,65.91
286.3,200.9,0,144.7,11.2,1004.6,803.7,56,72.99,,0.62,0.98,28,52.83
439,177,0,186,11.1,884.9,707.9,91,73.30,,0.77,0.98,28,33.4
401.8,94.7,0,147.4,11.4,946.8,852.1,56,73.70,,1.1,0.71,28,18.03
540,0,0,173,0,1125,613,270,74.17,,1.16,0.68,28,37.36
475,118.8,0,181.1,8.9,852.1,781.5,91,74.19,,1.27,0.86,28,35.31
424,22,132,168,8.9,822,750,56,74.36,,0.63,0.93,28,42.64
389.9,189,0,145.9,22,944.7,755.8,28,74.50,,0.66,0.86,28,40.06
323.7,282.8,0,183.8,10.3,942.7,659.9,28,74.70,,0.65,0.77,28,43.8
522,0,0,146,0,896,896,28,74.99,,0.53,0.9,28,61.24
401.8,94.7,0,147.4,11.4,946.8,852.1,91,75.50,,0.54,0.97,28,40.87
275,180,120,162,10.4,830,765,28,76.24,,1.36,0.85,28,33.31
286.3,200.9,0,144.7,11.2,1004.6,803.7,91,76.80,,0.58,0.75,28,52.43
362.6,189,0,164.9,11.6,944.7,755.8,56,77.30,,1.1,1,28,15.09
362.6,189,0,164.9,11.6,944.7,755.8,56,77.30,,0.54,0.85,28,38.46
362.6,189,0,164.9,11.6,944.7,755.8,56,77.30,,0.57,0.9,28,37.27
362.6,189,0,164.9,11.6,944.7,755.8,56,77.30,,1.69,0.76,28,35.23
451,0,0,165,11.3,1030,745,28,78.80,,0.62,0.91,28,42.14
362.6,189,0,164.9,11.6,944.7,755.8,91,79.30,,0.7,0.85,28,31.88
362.6,189,0,164.9,11.6,944.7,755.8,91,79.30,,0.74,0.95,28,41.54
362.6,189,0,164.9,11.6,944.7,755.8,91,79.30,,1.05,0.66,28,39.46
362.6,189,0,164.9,11.6,944.7,755.8,91,79.30,,1.1,0.96,28,37.92
389.9,189,0,145.9,22,944.7,755.8,56,79.40,,0.65,0.88,28,44.28
540,0,0,162,2.5,1040,676,28,79.99,,0.61,0.99,28,31.18
323.7,282.8,0,183.8,10.3,942.7,659.9,56,80.20,,1.3,0.87,28,23.7
315,137,0,145,5.9,1130,745,28,81.75,,1.1,0.8,28,32.77
389.9,189,0,145.9,22,944.7,755.8,91,82.60,,0.77,0.88,28,32.4
